Position,Group_0,Group_1
1,1.7886745999179319,0.0
2,0.8943372999589659,1.1339750260145682
3,1.1924497332786212,0.7559833506763788
4,0.8943372999589659,1.1339750260145682
5,0.7154698399671728,1.3607700312174817
6,0.5962248666393106,1.5119667013527576
7,0.5110498856908376,1.6199643228779546
8,0.44716864997948297,1.7009625390218523
9,0.5962248666393106,1.5119667013527576
10,0.5366023799753796,1.5875650364203955
11,0.48782034543216324,1.6494182196575538
12,0.44716864997948297,1.7009625390218523
13,0.4127710615195228,1.7445769630993357
14,0.38328741426812823,1.7819607551657501
15,0.3577349199835864,1.8143600416233092
16,0.33537648748461224,1.8427094172736733
17,0.42086461174539574,1.7343147456693395
18,0.3974832444262071,1.7639611515782172
19,0.37656307366693303,1.7904868831808973
20,0.3577349199835864,1.8143600416233092
21,0.3406999237938918,1.8359595659283485
22,0.3252135636214422,1.8555954971147481
23,0.31107384346398814,1.8735239560240693
24,0.2981124333196553,1.8899583766909471
25,0.28618793598686915,1.9050780437044745
26,0.27518070767968184,1.9190346594092693
27,0.2649888296174714,1.9319574517285236
28,0.2555249428454188,1.9439571874535455
29,0.24671373791971477,1.9551293551975313
30,0.23848994665572426,1.965556711758585
31,0.23079672257005573,1.97531133563828
32,0.22358432498974148,1.9844562955254943
33,0.2168090424142948,1.993047015419544
34,0.21043230587269787,2.0011323988492378
35,0.20441995427633508,2.0087557603686634
36,0.19874162221310354,2.0159556018036766
37,0.24171278377269353,1.9614703152684425
38,0.23535192104183314,1.969535571498987
39,0.22931725639973485,1.977187224845914
40,0.22358432498974148,1.9844562955254943
41,0.2181310487704795,1.9913707773914369
42,0.21293745237118236,1.997955998216144
43,0.20798541859510836,2.004234929700167
44,0.20325847726340135,2.0102284552076437
45,0.19874162221310354,2.0159556018036766
46,0.1944211521649926,2.021433742025969
47,0.19028453190616298,2.026678769898377
48,0.18632027082478458,2.0317052549427683
49,0.18251781631815633,2.036526577332286
50,0.1788674599917932,2.0411550468262227
51,0.1753602548939149,2.0456020077125543
52,0.17198794229980116,2.0498779316417197
53,0.16874288678471058,2.0539924999509163
54,0.19874162221310354,2.0159556018036766
55,0.19512813817286528,2.0205373190805034
56,0.19164370713406412,2.0249554035974433
57,0.18828153683346652,2.0292184676050167
58,0.18503530343978605,2.033334529405433
59,0.1818991118560609,2.0373110636871905
60,0.1788674599917932,2.0411550468262227
61,0.17593520654930478,2.0448729977311886
62,0.1730975419275418,2.0484710147359944
63,0.1703499618969459,2.0519548089787425
64,0.19563628436602382,2.0198930150884498
65,0.1926264953757773,2.0237092771952296
66,0.18970791211250795,2.0274098949957433
67,0.18687645073769438,2.0310000465932565
68,0.21043230587269787,2.0011323988492378
69,0.23330538259799113,1.972130480025336
70,0.2555249428454188,1.9439571874535455
71,0.2519259999884411,1.9485204672363003
72,0.24842702776637945,1.952956989247312
73,0.24502391779697696,1.9572719627100768
74,0.24171278377269353,1.9614703152684425
